City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
173,Bonavista,CA,70.12,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
176,Chau Doc,VN,82.56,overcast clouds,10.7,105.1167,JADE AND SAPPHIRE GUESTHOUSE
177,Udalguri,IN,82.92,few clouds,26.7667,92.1333,"Army Camp, Golandi"
181,Bambous Virieux,MU,72.21,moderate rain,-20.3428,57.7575,Casa Tia Villa
183,Bengkulu,ID,78.67,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
184,Jamestown,US,74.01,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
185,Middle Island,US,71.62,overcast clouds,40.8843,-72.9373,Camp Wilderness (not an actual campground)
186,Ekibastuz,KZ,74.34,light rain,51.6667,75.3667,
188,Namibe,AO,74.19,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
189,Miri,MY,80.74,light rain,4.4148,114.0089,"Mega Hotel, Miri"
190,Puerto Escondido,MX,76.03,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
191,Arraial Do Cabo,BR,73.26,scattered clouds,-22.9661,-42.0278,Pousada Porto Praia
192,Kaitong,CN,75.43,clear sky,44.8135,123.15,Jinhe Fashion Hotel
193,Chingirlau,KZ,88.88,overcast clouds,51.095,54.0814,
194,Kremenki,RU,77.9,light rain,54.885,37.1261,Country house Troitskoe 114
198,Feni,BD,81.32,scattered clouds,23.0186,91.41,"Best Inn Hotel, Restaurant, Convention"
201,Raudeberg,NO,71.38,overcast clouds,61.9875,5.1352,Nordre Silda.
203,Novo Aripuana,BR,88.16,clear sky,-5.1206,-60.3797,Hotel Ezequiel
211,Praia,CV,84.74,scattered clouds,14.9215,-23.5087,LT Aparthotel
212,Pringsewu,ID,76.96,clear sky,-5.3582,104.9744,Urban Style by Front One
213,Champerico,GT,82.35,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
215,Bodden Town,KY,86.0,few clouds,19.2833,-81.25,Will T Place
217,Hounde,BF,85.08,overcast clouds,11.5,-3.5167,Carrefour où ouvriers dorment
219,Yazoo City,US,78.78,few clouds,32.8551,-90.4056,Hampton Inn Yazoo City
220,Itoman,JP,82.78,mist,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
221,Georgetown,MY,84.88,scattered clouds,5.4112,100.3354,Cititel Penang
222,Grand Gaube,MU,72.37,moderate rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
225,Malanje,AO,88.27,broken clouds,-9.5402,16.341,Malanje Hotel
229,Zhumadian,CN,81.41,light rain,32.9794,114.0294,Ouyue House Hotel
230,Kanniyakumari,IN,80.26,light rain,8.0833,77.5667,Sparsa
231,Talnakh,RU,75.47,clear sky,69.4865,88.3972,Talnakh Hotel
234,Souillac,MU,72.36,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
238,Cabo San Lucas,MX,80.06,overcast clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
240,Saint Andrews,US,77.59,mist,34.0454,-81.1293,Baymont by Wyndham Columbia Northwest
241,Kirakira,SB,77.61,broken clouds,-10.4544,161.9205,SanBiz Lodge
243,Port-Gentil,GA,75.6,scattered clouds,-0.7193,8.7815,Fengshui Residence
245,Jinxiang,CN,80.1,clear sky,27.4327,120.6062,Wolong Village
246,Lubao,PH,84.15,overcast clouds,14.9167,120.55,Hacienda Gracia
247,Hobyo,SO,80.01,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
248,Ugoofaaru,MV,81.66,overcast clouds,5.6667,73.0,Ungoofaaru Inn
249,Bethel,US,73.29,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
250,Abapo,BO,70.36,few clouds,-18.8333,-63.4667,
251,Nantucket,US,75.99,clear sky,41.2835,-70.0995,Jared Coffin House
253,Tezu,IN,79.18,overcast clouds,27.9167,96.1667,Circuit House
255,Topolobampo,MX,78.12,overcast clouds,25.6,-109.05,Hotel Marina Topolobampo
256,Derzhavinsk,KZ,74.86,few clouds,51.1,66.3167,Ooo.khim Baza
257,Jatiroto,ID,75.54,scattered clouds,-7.8833,111.1167,Mushola Al Huda
258,Bonfim,BR,77.95,overcast clouds,3.0833,-59.95,
260,At-Bashi,KG,71.92,scattered clouds,41.1702,75.8106,Hostel At-Bashy
261,Inhambane,MZ,74.5,clear sky,-23.865,35.3833,Oceano
264,San-Pedro,CI,80.65,overcast clouds,4.7485,-6.6363,Hotel Maria
266,Lae,PG,75.69,overcast clouds,-6.7221,146.9847,Phils Hotel
268,Banes,CU,84.81,clear sky,20.9625,-75.7186,Hostal Iván y yailet
269,Redlands,US,81.54,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
270,Goderich,CA,72.91,overcast clouds,43.7501,-81.7165,Harmony Inn
271,Richards Bay,ZA,82.54,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
272,Hyeres,FR,90.25,clear sky,43.1167,6.1167,Hôtel des Palmiers
274,Hirara,JP,79.63,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
275,Hithadhoo,MV,83.26,light rain,-0.6,73.0833,Scoop Guest House
276,Malakal,SS,80.74,light rain,9.5334,31.6605,Nile Palace Hotel
279,Marsa Matruh,EG,85.86,clear sky,31.3525,27.2453,Beau Site
281,Bayir,TR,93.72,clear sky,37.2687,28.2167,Hotel Babadag
284,Lamu,KE,80.82,overcast clouds,-2.2717,40.902,Lamu House
285,Touros,BR,76.1,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
286,Hamilton,US,77.49,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
290,Rondonopolis,BR,82.17,clear sky,-16.4708,-54.6356,Serras Hotel
291,Sibolga,ID,79.86,light rain,1.7427,98.7792,Hotel Syariah CN Darussalam
292,Tarakan,ID,80.1,scattered clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
293,Faanui,PF,79.03,scattered clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
295,Sturgeon Bay,US,70.21,moderate rain,44.8342,-87.377,AmericInn by Wyndham Sturgeon Bay
296,Brigantine,US,70.07,mist,39.4101,-74.3646,Legacy Vacation Resorts Brigantine Beach
297,Aguimes,ES,74.03,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
301,Ambovombe,MG,70.7,clear sky,-25.1667,46.0833,RELAHARA
302,Marsabit,KE,80.47,few clouds,2.3284,37.9899,Chicho Hotel
303,La Romana,DO,80.96,few clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
304,Pushkinskiye Gory,RU,75.85,overcast clouds,57.0209,28.9103,"The recreation center ""Pushkinogorye"""
305,Port Blair,IN,82.92,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
306,Sao Sebastiao,BR,73.74,clear sky,-23.76,-45.4097,Hotel Recanto dos Pássaros
307,Elverum,NO,71.6,light rain,60.8819,11.5623,Scandic Elgstua
308,Donskoye,RU,91.53,clear sky,45.4552,41.9741,
309,Muros,ES,78.15,few clouds,42.7762,-9.0603,Apartment Av. Castelao
311,Joshimath,IN,73.31,overcast clouds,30.5667,79.5667,Shivalik Camps & Resort
312,Izumo,JP,76.95,heavy intensity rain,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
313,Bumba,CD,90.16,few clouds,2.1833,22.4667,Hôtel Cape Town
314,Pafos,CY,92.23,few clouds,34.7667,32.4167,Elysium Hotel
316,Cartagena,CO,83.82,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
317,Phangnga,TH,82.51,overcast clouds,8.4509,98.5298,Sunimit Mansion
318,Garden City,US,74.46,broken clouds,42.3256,-83.331,Quality Inn & Suites Banquet Center
321,Xicotencatl,MX,79.48,overcast clouds,23.0167,-98.8833,Misioneros Vázquez Mireles
324,Hami,CN,91.26,clear sky,42.8,93.45,Laoyutang Resort
327,Lobito,AO,75.92,broken clouds,-12.3481,13.5456,Casa Rosa Hotel Residence
328,Avera,US,77.4,clear sky,33.194,-82.5271,
331,Marsh Harbour,BS,83.19,clear sky,26.5412,-77.0636,Abaco Beach Resort
334,Meulaboh,ID,80.98,overcast clouds,4.1363,96.1285,Kost Pria
335,Sinnamary,GF,82.49,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
336,Frankenberg,DE,70.56,overcast clouds,51.0667,8.8,Hotel Die Sonne Frankenberg
338,Laguna,US,72.01,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
339,Boundiali,CI,81.73,light rain,9.5217,-6.4869,Hotel Paysan Boundiali
340,Yaan,NG,77.4,light rain,7.3833,8.5667,
341,Bangassou,CF,83.19,overcast clouds,4.7413,22.8184,
344,Sao Filipe,CV,79.99,scattered clouds,14.8961,-24.4956,Hotel Xaguate
346,Linda,US,75.9,scattered clouds,39.1277,-121.5508,Comfort Suites Marysville-Yuba City
347,Lata,PT,82.04,clear sky,40.1629,-8.3327,Casa Maquia
348,Sobolevo,RU,76.28,overcast clouds,54.4299,31.8996,
351,Sikonge,TZ,88.65,scattered clouds,-5.6333,32.7667,Pretoria 2 Lodge
352,Brownwood,US,78.12,broken clouds,31.7093,-98.9912,La Quinta Inn & Suites by Wyndham Brownwood
353,Pocone,BR,88.65,clear sky,-16.2567,-56.6228,Hotel e Churrascaria Pantaneira
354,Porto Torres,IT,84.38,light rain,40.835,8.3972,Hotel Elisa
355,La Palma,US,70.5,overcast clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
356,Saravena,CO,76.42,moderate rain,6.9538,-71.8752,Hotel Diamante Saravena
357,Gorontalo,ID,74.98,moderate rain,0.5412,123.0595,Maqna Hotel by Prasanthi
358,Vasilyevskiy Mokh,RU,77.58,clear sky,57.0132,35.919,"Kottedzhnyy Poselok ""Vasil'yevskoye"""
359,Formosa,AR,78.78,clear sky,-26.1775,-58.1781,Hotel Portal del Sol
360,Caravelas,BR,73.67,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
362,Bani,DO,83.86,clear sky,18.2833,-70.3333,Hospedaje Henriquez
363,Mmabatho,ZA,80.56,clear sky,-25.85,25.6333,Mahikeng Guest Apartments
364,Bacolod,PH,79.25,light rain,10.6667,122.95,Planta Hotel & Residences
365,Marsaxlokk,MT,88.41,clear sky,35.8419,14.5431,Water's Edge
369,Lasa,IT,74.28,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
370,Waw,SS,80.89,moderate rain,7.7029,27.9953,Universal Gab Hotel
371,Penarroya-Pueblonuevo,ES,86.45,clear sky,38.3,-5.2667,Casa Rural Los Miraderos De Cristina
372,Palmer,US,75.47,overcast clouds,42.1584,-72.3287,Wedgewood Motel
374,San Patricio,US,85.86,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
375,Davila,PH,82.35,light rain,18.4726,120.5763,Blue Ridge Beach Resort
377,Dosso,NE,91.74,overcast clouds,13.049,3.1937,Hotel Toubal
381,Nisia Floresta,BR,79.18,broken clouds,-6.0911,-35.2086,Rancho Crepusculo
382,Balkhash,KZ,81.25,few clouds,46.844,74.9804,Family
384,Agnibilekrou,CI,75.81,overcast clouds,7.1344,-3.2047,"J'AIME ATTOBRO, (Mon Village)"
390,Manta,EC,71.38,overcast clouds,-0.95,-80.7333,Balandra Hotel
392,Sao Felix Do Xingu,BR,86.77,few clouds,-6.6447,-51.995,Rio Xingu Camping
394,Southbridge,US,75.63,overcast clouds,42.0751,-72.0334,Southbridge Hotel & Conference Center
395,Padang,ID,80.65,light rain,-0.9492,100.3543,Mercure Padang
396,Arona,ES,73.71,broken clouds,28.0996,-16.681,Paradise Court
397,Roebourne,AU,70.07,light rain,-20.7833,117.1333,Latitude20 Roebourne Village
398,Gat,IL,93.4,clear sky,31.61,34.7642,OlusHome
400,Alugan,PH,80.83,overcast clouds,12.2188,125.4808,JM Lodge
401,Hede,CN,74.28,light rain,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
405,Malindi,KE,78.98,clear sky,-3.2175,40.1191,African House Resort
406,Abilene,US,78.49,clear sky,32.4487,-99.7331,La Quinta Inn by Wyndham Abilene
407,Montepuez,MZ,84.83,clear sky,-13.1256,38.9997,PembaAparthotel
408,Wiarton,CA,72.23,mist,44.7407,-81.1332,Waterview On The Bay
409,Borovoy,RU,72.68,light rain,55.4333,86.0833,Tsimus
410,Broome,US,75.2,clear sky,42.2506,-75.833,Chenango Valley State Park
411,Tiznit,MA,81.23,clear sky,29.5833,-9.5,
413,Kismayo,SO,79.9,broken clouds,-0.3582,42.5454,Agan-Hotel
418,Wawa,NG,85.03,overcast clouds,9.9022,4.4192,
420,Puerto Asis,CO,75.76,overcast clouds,0.5133,-76.5007,Ayawaska Hostal
421,Chiman,PK,82.54,clear sky,32.5463,73.8138,Master Muhammad zafar iqbal
423,Praia Da Vitoria,PT,75.76,broken clouds,38.7333,-27.0667,Hotel Branco I
424,Wagar,SD,90.18,overcast clouds,16.1525,36.2032,
425,Artesia,US,70.48,overcast clouds,33.8658,-118.0831,Days Inn & Suites by Wyndham Artesia
426,Gambela,ET,81.73,light rain,8.25,34.5833,Solomon Debebe Hotel
428,Chandbali,IN,88.21,overcast clouds,20.7833,86.7667,KABITA HOMES
432,Morgan City,US,82.0,scattered clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
433,Chiredzi,ZW,82.29,clear sky,-21.05,31.6667,Clevers Hotel Chiredzi
434,Kurchum,KZ,81.57,clear sky,48.5722,83.6542,"Gostinitsa ""Kneda"""
435,Maceio,BR,80.04,broken clouds,-9.6658,-35.7353,Poutur Pousada
436,Lampazos De Naranjo,MX,78.13,clear sky,27.0167,-100.5167,Bella Vista
437,Sunrise Manor,US,84.61,smoke,36.2111,-115.0731,Comfort Inn & Suites Las Vegas - Nellis
440,Rabaul,PG,79.29,overcast clouds,-4.1967,152.1721,Rabaul Hotel
441,Inzer,RU,72.84,clear sky,54.2167,57.5556,Инзер Кафе
442,Keti Bandar,PK,83.07,overcast clouds,24.1447,67.4497,Haji laloo memon house
444,Sao Raimundo Das Mangabeiras,BR,84.38,clear sky,-7.0219,-45.4811,Hotel Tropical
446,Prainha,BR,83.97,clear sky,-1.8,-53.48,Casa Rocha
447,Saint Peter,BB,80.91,overcast clouds,13.25,-59.6167,Legend Garden Condos
448,Tura,IN,76.28,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
449,Kisangani,CD,91.44,few clouds,0.5167,25.2,Grand Ramela Hotel
450,Olinda,BR,80.33,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
451,Puerto Penasco,MX,85.91,clear sky,31.3167,-113.5333,Playa Bonita Resort
452,Manavalakurichi,IN,80.69,light rain,8.1333,77.3,Udaya Boys Hostel
453,Nokaneng,BW,87.01,clear sky,-19.6667,22.2667,
457,Andapa,MG,73.06,broken clouds,-14.65,49.65,Ramanandraibe Andapa
459,Honiara,SB,77.29,overcast clouds,-9.4333,159.95,Heritage Park Hotel
461,Amboasary,MG,75.04,clear sky,-25.0333,46.3833,DISCOVERY AMBOASARY
464,Round Rock,US,80.19,clear sky,30.5083,-97.6789,Austin Marriott North
465,Alikovo,RU,82.27,overcast clouds,55.7383,46.7549,
466,Kousseri,CM,87.15,broken clouds,12.0769,15.0306,Le Pilotis
467,Pangody,RU,75.74,clear sky,65.85,74.4859,Elizaveta Shevchuk's House
468,Mitzic,GA,82.54,overcast clouds,0.7821,11.549,Motel Emys
469,Carlisle,US,75.63,scattered clouds,40.2015,-77.1889,Fairfield Inn & Suites by Marriott Carlisle
471,Morristown,US,70.5,overcast clouds,36.214,-83.2949,Days Inn by Wyndham Morristown
472,Vilhena,BR,77.22,clear sky,-12.7406,-60.1458,Hotel Mirage
473,Impfondo,CG,93.2,broken clouds,1.6381,18.0667,Auberge La Place de Jules
477,Brookhaven,US,78.8,clear sky,31.5791,-90.4407,Americas Best Value Inn Brookhaven
478,Karema,TZ,82.06,clear sky,-6.8205,30.4389,
479,Xianshuigu,CN,82.4,mist,38.985,117.3828,Guangchuan Hotel
480,Lagoa,PT,70.7,overcast clouds,39.05,-27.9833,Casa Das Faias
482,Nabire,ID,76.3,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
484,Yamada,JP,76.59,overcast clouds,39.4667,141.95,Iroha-ya Inn
485,Buenavista,PH,75.16,overcast clouds,8.9769,125.4089,Room For Rent
486,Numan,NG,87.87,overcast clouds,9.4667,12.0333,Zangun Motel
487,Bubaque,GW,79.5,scattered clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
488,Parrita,CR,85.98,few clouds,9.5201,-84.3225,Beso del Viento
493,Saint-Pierre,RE,80.28,clear sky,-21.3393,55.4781,Lindsey Hôtel
494,Zurrieq,MT,87.31,clear sky,35.8311,14.4742,M'Anglu
495,Upata,VE,78.19,overcast clouds,8.0086,-62.3989,Posada Villa Nela
496,Thinadhoo,MV,83.25,overcast clouds,0.5333,72.9333,
497,Kulhudhuffushi,MV,80.02,light rain,6.6221,73.07,Hondaafushi Island Resort
502,Gilgit,PK,81.1,light rain,35.9221,74.3087,Tourist Hamlet Gilgit
503,Dickinson,US,85.03,few clouds,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
504,Marrakesh,MA,84.27,clear sky,31.6315,-8.0083,Novotel Marrakech Hivernage
506,Nur,PL,73.78,overcast clouds,52.6683,22.3221,Agroturystyka nad Bugiem u Krysi
507,Kralendijk,BQ,85.98,scattered clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
509,Banda Aceh,ID,81.36,overcast clouds,5.5577,95.3222,Sulthan Hotel International
511,Hasaki,JP,79.2,overcast clouds,35.7333,140.8333,Hotel Sunrise Choshi
513,Iquitos,PE,78.84,clear sky,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
515,Malatya,TR,86.05,broken clouds,38.5,38.0,
516,Purpe,RU,77.79,few clouds,64.4803,76.6897,"Gostinnitsa ""Valentina"""
517,Mahajanga,MG,80.62,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
518,Sabang,ID,83.43,overcast clouds,5.8933,95.3214,Hotel Citra
519,Hwange,ZW,83.66,clear sky,-18.3693,26.5019,Hwange Colliery Guest House
520,Harper,LR,80.69,light rain,4.375,-7.7169,Screensaver
522,Takoradi,GH,81.21,overcast clouds,4.8845,-1.7554,Raybow International Hotel
523,Los Llanos De Aridane,ES,71.35,broken clouds,28.6585,-17.9182,Valle Aridane
524,Sylacauga,US,77.27,overcast clouds,33.1732,-86.2516,"Holiday Inn Express & Suites Sylacauga, an IHG Hotel"
525,Ratnagiri,IN,81.77,overcast clouds,16.9833,73.3,Hotel Landmark
526,Mitu,CO,77.13,broken clouds,1.1983,-70.1733,
527,Bara,NG,85.78,overcast clouds,10.3744,10.7288,
529,Ambon,ID,75.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
531,Cockburn Town,TC,84.16,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
532,Kongoussi,BF,91.76,overcast clouds,13.3258,-1.5347,Hôtel La Sagesse
535,Rolla,US,75.94,few clouds,37.9514,-91.7713,"Holiday Inn Express & Suites Rolla - Univ of Missouri S&T, an IHG Hotel"
536,Malya,TZ,84.74,overcast clouds,-2.9833,33.5167,
538,Nacala,MZ,81.72,broken clouds,-14.5428,40.6728,Nacala Plaza Business Design Hotel
539,Griffith,US,78.89,clear sky,41.5284,-87.4237,"Motel 6 Hammond, IN - Chicago Area"
540,Kieta,PG,77.18,light rain,-6.2167,155.6333,Uruna Bay Retreat
543,Bere,TD,77.54,overcast clouds,9.3202,16.1552,
544,Kourou,GF,87.12,scattered clouds,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
545,Puerto Carreno,CO,77.56,broken clouds,6.189,-67.4859,Casa Hotel Victoria
547,Sheboygan,US,72.68,broken clouds,43.7333,-87.9334,Baymont by Wyndham Plymouth
548,De Aar,ZA,75.88,clear sky,-30.6497,24.0123,Stoneburgh B&B
549,Holland,US,74.41,mist,42.7875,-86.1089,Hampton Inn Holland
551,Sursk,RU,87.04,overcast clouds,53.0754,45.6846,
552,Langsa,ID,76.03,broken clouds,4.4683,97.9683,OYO 2964 Hotel Ridho
553,Serebryansk,KZ,72.95,scattered clouds,49.6925,83.2892,"Gostinitsa ""Vodoley"""
