City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Lensk,RU,2021-07-29 01:30:45,60.7253,114.9278,78.67,33,11,10.29
296,Turkmenabat,TM,2021-07-29 01:30:46,39.0733,63.5786,75.18,29,0,11.5
297,Victor Harbor,AU,2021-07-29 01:30:46,-35.5667,138.6167,57.72,69,8,1.99
298,Copiapo,CL,2021-07-29 01:30:46,-27.3667,-70.3333,47.89,44,0,0.47
299,Chipurupalle,IN,2021-07-29 01:30:47,18.3,83.5667,80.31,77,100,4.59
300,Tahta,EG,2021-07-29 01:30:47,26.7693,31.5021,82.72,34,2,8.86
301,Panjab,AF,2021-07-29 01:30:47,34.388,67.0233,58.55,49,0,5.19
302,Daru,PG,2021-07-29 01:30:48,-9.0763,143.2092,79.36,88,58,14.45
303,Hinton,CA,2021-07-29 01:30:07,53.4001,-117.5857,84.24,47,42,4.36
304,Huilong,CN,2021-07-29 01:30:48,31.8111,121.655,86.04,85,48,19.04
305,Yangjiang,CN,2021-07-29 01:30:49,21.85,111.9667,87.94,74,100,3.13
306,Pevek,RU,2021-07-29 01:30:49,69.7008,170.3133,33.04,96,100,25.48
307,Ucluelet,CA,2021-07-29 01:30:38,48.9329,-125.5528,92.05,76,0,1.01
308,Bergkamen,DE,2021-07-29 01:30:49,51.6333,7.6333,62.85,89,75,10.36
309,Sur,OM,2021-07-29 01:30:50,22.5667,59.5289,93.15,45,57,14.41
310,Lanzhou,CN,2021-07-29 01:30:50,36.0564,103.7922,72.68,34,0,6.67
311,Myitkyina,MM,2021-07-29 01:30:50,25.3833,97.4,76.01,98,100,0.63
312,Shunyi,CN,2021-07-29 01:30:51,40.125,116.6453,78.84,94,100,8.95
313,Nishihara,JP,2021-07-29 01:30:51,26.1842,127.7558,85.66,89,75,10.36
314,Sorong,ID,2021-07-29 01:30:51,-0.8833,131.25,83.97,74,100,3.8
315,Andenes,NO,2021-07-29 01:30:52,69.3143,16.1194,50.07,93,90,20.71
316,Jiangmen,CN,2021-07-29 01:30:52,22.5833,113.0833,86.94,82,83,4.0
317,Mingyue,CN,2021-07-29 01:30:52,43.1069,128.9217,89.76,51,100,1.1
318,Hofn,IS,2021-07-29 01:29:28,64.2539,-15.2082,53.15,85,100,1.3
319,Tutoia,BR,2021-07-29 01:30:53,-2.7619,-42.2744,76.78,91,2,8.16
320,Valparaiso,CL,2021-07-29 01:30:53,-33.0393,-71.6273,51.48,76,0,3.44
321,Amahai,ID,2021-07-29 01:30:53,-3.3333,128.9167,82.76,77,89,3.87
322,Yar-Sale,RU,2021-07-29 01:30:54,66.8333,70.8333,52.66,71,57,4.43
323,Nchelenge,ZM,2021-07-29 01:30:54,-9.3451,28.734,58.42,52,0,7.85
324,Podgorica,ME,2021-07-29 01:30:54,42.4411,19.2636,78.58,41,0,4.61
325,Bone,DE,2021-07-29 01:30:55,51.9669,12.1396,64.29,82,3,6.67
326,Saint-Pierre,RE,2021-07-29 01:30:55,-21.3393,55.4781,67.68,77,90,9.22
327,Klishkivtsi,UA,2021-07-29 01:30:55,48.4316,26.2623,70.07,81,0,3.11
328,Lahij,YE,2021-07-29 01:30:56,13.1667,44.5833,80.64,71,100,4.61
329,Codrington,AU,2021-07-29 01:30:56,-38.2667,141.9667,56.48,66,6,13.82
330,Batemans Bay,AU,2021-07-29 01:30:56,-35.7167,150.1833,63.1,27,0,2.39
331,Patos,BR,2021-07-29 01:30:57,-7.0244,-37.28,74.8,72,12,9.15
332,Namwala,ZM,2021-07-29 01:30:57,-15.7504,26.4384,50.88,69,85,4.18
333,Olafsvik,IS,2021-07-29 01:30:57,64.8945,-23.7142,51.4,87,80,15.03
334,Vardo,NO,2021-07-29 01:30:58,70.3705,31.1107,47.05,91,100,5.75
335,Berdigestyakh,RU,2021-07-29 01:30:58,62.0989,126.6992,67.51,34,3,6.76
336,Mount Gambier,AU,2021-07-29 01:30:58,-37.8333,140.7667,55.31,82,40,9.22
337,Castro,BR,2021-07-29 01:27:01,-24.7911,-50.0119,38.46,62,6,10.11
338,Maarianhamina,AX,2021-07-29 01:26:37,60.0973,19.9348,64.26,94,0,3.44
339,Beloha,MG,2021-07-29 01:30:59,-25.1667,45.05,60.82,94,0,6.53
340,Dunmore East,IE,2021-07-29 01:30:59,52.1514,-6.9861,55.69,71,21,12.15
341,Ichinoseki,JP,2021-07-29 01:31:00,38.9167,141.1333,83.05,72,78,3.91
342,Helena,US,2021-07-29 01:28:50,46.5927,-112.0361,85.32,40,90,1.01
343,Porbandar,IN,2021-07-29 01:31:00,21.6422,69.6093,82.24,83,100,23.6
344,Yulara,AU,2021-07-29 01:31:00,-25.2406,130.9889,66.04,45,0,3.44
345,Rocha,UY,2021-07-29 01:27:27,-34.4833,-54.3333,43.3,67,73,16.58
346,Vanderhoof,CA,2021-07-29 01:30:08,54.0166,-124.0198,73.87,46,74,3.42
347,Monte Carmelo,BR,2021-07-29 01:26:33,-18.7247,-47.4986,54.07,55,9,14.54
348,Cabedelo,BR,2021-07-29 01:31:01,-6.9811,-34.8339,74.07,84,1,11.16
349,Hellvik,NO,2021-07-29 01:31:01,59.9156,5.781,61.27,94,100,1.99
350,Mana,GF,2021-07-29 01:31:01,5.6592,-53.7767,76.87,90,100,8.63
351,Mirnyy,RU,2021-07-29 01:31:02,62.5353,113.9611,74.77,38,7,9.33
352,Beni Mazar,EG,2021-07-29 01:31:02,28.4962,30.8029,78.91,48,0,9.15
353,Huntington,US,2021-07-29 01:31:02,38.4193,-82.4452,81.37,86,51,3.42
354,Bathsheba,BB,2021-07-29 01:31:03,13.2167,-59.5167,81.21,78,75,19.57
355,Nova Olinda Do Norte,BR,2021-07-29 01:31:03,-3.8881,-59.0942,76.6,57,1,0.72
356,Sao Joao Da Barra,BR,2021-07-29 01:31:03,-21.6403,-41.0511,67.71,82,100,17.6
357,Coquimbo,CL,2021-07-29 01:27:38,-29.9533,-71.3436,51.53,87,75,4.61
358,Santa Cruz,BO,2021-07-29 01:30:04,-17.8,-63.1667,60.26,23,90,11.5
359,Kruisfontein,ZA,2021-07-29 01:31:04,-34.0033,24.7314,48.0,89,58,7.0
360,Pushchino,RU,2021-07-29 01:31:04,54.8339,37.6264,64.15,98,51,8.61
361,Khorixas,NA,2021-07-29 01:31:05,-20.3667,14.9667,58.03,28,0,7.25
362,Ekibastuz,KZ,2021-07-29 01:31:05,51.6667,75.3667,68.63,39,100,7.56
363,Rawson,AR,2021-07-29 01:31:05,-43.3002,-65.1023,47.21,59,17,4.05
364,Abu Dhabi,AE,2021-07-29 01:28:19,24.4667,54.3667,95.11,52,98,3.44
365,Provideniya,RU,2021-07-29 01:31:06,64.3833,-173.3,50.11,81,75,15.66
366,Labuan,MY,2021-07-29 01:31:06,5.2767,115.2417,82.76,83,20,5.75
367,Araouane,ML,2021-07-29 01:31:06,18.9048,-3.5265,93.2,34,12,10.49
368,Suleja,NG,2021-07-29 01:31:07,9.1758,7.1808,69.57,90,90,1.19
369,Piploda,IN,2021-07-29 01:31:07,23.35,75.4333,75.15,88,100,15.14
370,Armidale,AU,2021-07-29 01:31:07,-30.5167,151.65,47.8,49,6,14.88
371,Lebanon,US,2021-07-29 01:26:29,36.2081,-86.2911,86.45,76,1,0.0
372,Troitsko-Pechorsk,RU,2021-07-29 01:31:08,62.7084,56.1964,44.82,97,100,2.28
373,Butembo,CD,2021-07-29 01:31:08,0.15,29.2833,57.36,91,97,0.81
374,Namtsy,RU,2021-07-29 01:31:08,62.7161,129.6658,68.11,31,9,10.8
375,Taltal,CL,2021-07-29 01:30:20,-25.4,-70.4833,55.6,72,7,2.86
376,Arenal,CO,2021-07-29 01:31:09,8.4593,-73.9433,76.41,94,99,2.35
377,Manuk Mangkaw,PH,2021-07-29 01:31:09,4.8,119.85,84.99,76,71,15.01
378,Bratsk,RU,2021-07-29 01:31:10,56.1325,101.6142,63.09,74,52,10.45
379,Norman Wells,CA,2021-07-29 01:31:10,65.282,-126.8329,62.64,77,75,5.75
380,Valle Hermoso,MX,2021-07-29 01:31:10,25.6667,-97.8333,84.06,65,13,12.21
381,Hailey,US,2021-07-29 01:31:10,43.5196,-114.3153,78.66,44,40,17.27
382,Flin Flon,CA,2021-07-29 01:27:08,54.7682,-101.865,71.4,31,5,7.58
383,Kon Tum,VN,2021-07-29 01:31:11,14.35,108.0,75.51,94,95,4.54
384,Itarema,BR,2021-07-29 01:30:45,-2.9248,-39.9167,78.26,86,35,11.16
385,Magnitogorsk,RU,2021-07-29 01:31:11,53.4186,59.0472,47.23,76,40,2.24
386,Labrea,BR,2021-07-29 01:31:12,-7.2586,-64.7981,76.84,59,4,3.2
387,Chicama,PE,2021-07-29 01:31:12,-7.8447,-79.1469,63.14,85,83,8.63
388,Sainte-Maxime,FR,2021-07-29 01:31:12,43.3,6.6333,76.95,68,0,5.55
389,Palauig,PH,2021-07-29 01:31:13,15.435,119.9045,81.09,89,100,12.77
390,Itoman,JP,2021-07-29 01:31:13,26.1247,127.6694,86.38,89,75,11.5
391,Fonte Boa,BR,2021-07-29 01:31:13,-2.4959,-66.2662,77.97,75,48,2.46
392,Shubarkuduk,KZ,2021-07-29 01:31:14,49.1447,56.4872,66.18,47,5,8.79
393,Farmington,US,2021-07-29 01:26:45,36.7281,-108.2187,88.7,28,1,10.36
394,Longyan,CN,2021-07-29 01:31:14,25.1072,117.0225,88.77,68,99,2.33
395,Alugan,PH,2021-07-29 01:31:14,12.2188,125.4808,90.12,55,88,5.61
396,Gotsu,JP,2021-07-29 01:31:15,35.0,132.2167,80.74,69,0,5.99
397,Samfya,ZM,2021-07-29 01:31:15,-11.3649,29.5565,52.21,60,11,6.76
398,Port Hedland,AU,2021-07-29 01:31:15,-20.3167,118.5667,73.45,49,3,13.8
399,Kavaratti,IN,2021-07-29 01:31:16,10.5669,72.642,82.22,77,100,17.16
400,Hamza,UZ,2021-07-29 01:31:16,40.4264,71.4956,78.75,20,37,8.41
401,Muros,ES,2021-07-29 01:31:16,42.7762,-9.0603,64.09,76,5,11.68
402,Dowa,MW,2021-07-29 01:31:16,-13.654,33.9375,49.12,75,7,2.06
403,Kaili,ID,2021-07-29 01:31:17,-3.4626,120.2147,77.2,69,74,3.31
404,Najran,SA,2021-07-29 01:31:17,17.4924,44.1277,83.05,52,44,9.44
405,Chulym,RU,2021-07-29 01:31:17,55.0997,80.9572,62.58,57,41,9.33
406,Lufilufi,WS,2021-07-29 01:31:18,-13.8745,-171.5986,83.98,75,69,16.53
407,Semnan,IR,2021-07-29 01:31:18,35.5729,53.3971,76.41,56,56,7.99
408,Amparafaravola,MG,2021-07-29 01:31:18,-17.5833,48.2167,56.17,90,88,6.51
409,Baghdad,IQ,2021-07-29 01:27:55,33.3406,44.4009,85.91,35,0,9.22
410,Cabo San Lucas,MX,2021-07-29 01:30:05,22.8909,-109.9124,94.8,56,1,10.0
411,Necochea,AR,2021-07-29 01:31:19,-38.5473,-58.7368,38.03,79,22,9.08
412,Turinsk,RU,2021-07-29 01:31:19,58.0458,63.696,47.91,66,100,8.7
413,Iquitos,PE,2021-07-29 01:27:59,-3.7481,-73.2472,77.04,88,20,4.61
414,George,ZA,2021-07-29 01:31:20,-33.963,22.4617,45.95,71,0,8.05
415,Plouzane,FR,2021-07-29 01:31:20,48.3833,-4.6167,59.05,91,75,8.05
416,Sabzevar,IR,2021-07-29 01:31:20,36.2126,57.6819,75.51,53,0,8.03
417,Mulchen,CL,2021-07-29 01:31:21,-37.7167,-72.2333,42.4,87,0,3.13
418,Lianran,CN,2021-07-29 01:31:21,24.9227,102.485,63.14,90,100,0.92
419,Nome,US,2021-07-29 01:31:22,64.5011,-165.4064,51.87,87,90,24.16
420,Bonnyville,CA,2021-07-29 01:31:22,54.2668,-110.735,81.72,30,4,7.43
421,Anadyr,RU,2021-07-29 01:31:22,64.75,177.4833,54.1,66,75,20.13
422,Celestun,MX,2021-07-29 01:31:22,20.8667,-90.4,81.52,79,62,12.75
423,Orlik,RU,2021-07-29 01:31:23,52.5178,99.825,55.04,89,100,3.78
424,Yenagoa,NG,2021-07-29 01:31:23,4.9247,6.2642,72.97,88,86,3.06
425,College,US,2021-07-29 01:31:02,64.8569,-147.8028,64.72,86,90,4.61
426,Portland,US,2021-07-29 01:26:51,45.5234,-122.6762,95.41,32,40,5.01
427,Emerald,AU,2021-07-29 01:31:24,-23.5333,148.1667,78.35,53,6,10.36
428,Amapa,BR,2021-07-29 01:31:24,1.0,-52.0,70.59,99,56,1.99
429,Tarko-Sale,RU,2021-07-29 01:31:24,64.9225,77.785,56.55,75,76,9.04
430,Port-Cartier,CA,2021-07-29 01:31:25,50.0334,-66.8654,59.94,79,96,6.22
431,Aklavik,CA,2021-07-29 01:31:25,68.2191,-135.0107,66.92,85,100,3.87
432,Siedlce,PL,2021-07-29 01:31:25,52.1677,22.2901,66.56,98,100,5.73
433,Namatanai,PG,2021-07-29 01:27:01,-3.6667,152.4333,84.72,66,24,2.28
434,Kyshtovka,RU,2021-07-29 01:31:26,56.555,76.6271,57.99,89,72,4.14
435,Lisakovsk,KZ,2021-07-29 01:28:02,52.5369,62.4936,51.78,66,0,6.04
436,Staryy Oskol,RU,2021-07-29 01:31:26,51.2967,37.8417,63.1,83,1,3.69
437,Port Shepstone,ZA,2021-07-29 01:31:26,-30.7414,30.455,60.08,39,0,9.1
438,Pacific Grove,US,2021-07-29 01:31:27,36.6177,-121.9166,85.44,82,40,4.0
439,Eyl,SO,2021-07-29 01:31:27,7.9803,49.8164,79.14,63,92,20.74
440,Balabac,PH,2021-07-29 01:31:27,7.9868,117.0645,86.05,75,96,14.0
441,Whitehorse,CA,2021-07-29 01:31:28,60.7161,-135.0538,71.02,42,40,8.05
442,Margate,GB,2021-07-29 01:31:28,51.3813,1.3862,57.31,83,0,1.99
443,Taitung,TW,2021-07-29 01:31:28,22.7583,121.1444,89.87,55,75,5.75
444,Akdepe,TM,2021-07-29 01:31:29,42.0551,59.3788,73.49,42,70,10.18
445,Pascagoula,US,2021-07-29 01:29:40,30.3658,-88.5561,80.82,96,1,0.0
446,Merauke,ID,2021-07-29 01:31:29,-8.4667,140.3333,80.82,81,52,14.14
447,Hami,CN,2021-07-29 01:31:29,42.8,93.45,95.13,15,100,12.62
448,Shimanovsk,RU,2021-07-29 01:31:30,52.0,127.7,78.85,52,49,5.77
449,Osakarovka,KZ,2021-07-29 01:31:31,50.565,72.5692,65.16,43,100,5.82
450,Kununurra,AU,2021-07-29 01:29:58,-15.7667,128.7333,85.98,48,6,5.75
451,Mehamn,NO,2021-07-29 01:31:31,71.0357,27.8492,46.0,93,100,9.06
452,Nizhniy Tsasuchey,RU,2021-07-29 01:31:31,50.5167,115.1333,75.24,54,1,4.05
453,Souillac,MU,2021-07-29 01:31:32,-20.5167,57.5167,71.98,68,75,18.41
454,Bolkhov,RU,2021-07-29 01:31:32,53.4433,36.0044,61.59,96,5,7.2
455,Evensk,RU,2021-07-29 01:31:32,61.95,159.2333,56.86,49,89,6.08
456,Carson City,US,2021-07-29 01:27:52,39.1638,-119.7674,90.21,22,1,5.01
457,Saint-Augustin,CA,2021-07-29 01:31:33,51.226,-58.6502,56.34,94,48,6.49
458,Partapur,IN,2021-07-29 01:31:33,23.6,74.1667,78.89,84,100,15.37
459,Tahe,CN,2021-07-29 01:31:33,52.3333,124.7333,78.42,50,89,4.47
460,Mednogorsk,RU,2021-07-29 01:31:33,51.4128,57.595,54.95,68,0,6.13
461,Flagstaff,US,2021-07-29 01:29:16,35.1981,-111.6513,75.58,59,75,4.61
462,Rincon,US,2021-07-29 01:28:23,32.296,-81.2354,80.85,93,75,0.0
463,Marquette,US,2021-07-29 01:31:34,46.5333,-87.6335,68.77,86,100,5.64
464,Diplo,PK,2021-07-29 01:31:34,24.4667,69.584,82.89,79,100,19.77
465,Goderich,CA,2021-07-29 01:31:35,43.7501,-81.7165,68.92,77,68,2.3
466,Ha Tinh,VN,2021-07-29 01:31:35,18.3333,105.9,87.51,64,100,5.95
467,Kiunga,PG,2021-07-29 01:31:35,-6.1219,141.2906,80.67,89,96,2.53
468,Blackwater,AU,2021-07-29 01:31:36,-23.5833,148.8833,79.77,40,8,13.29
469,Sevsk,RU,2021-07-29 01:31:36,52.1491,34.4926,62.6,90,22,5.53
470,Naryan-Mar,RU,2021-07-29 01:31:36,67.6713,53.087,43.68,90,100,2.98
471,Malpe,IN,2021-07-29 01:31:37,13.35,74.7167,78.1,84,100,10.87
472,Ilulissat,GL,2021-07-29 01:31:37,69.2167,-51.1,48.22,71,10,0.0
473,Kanigoro,ID,2021-07-29 01:31:37,-8.13,112.219,82.56,60,68,9.35
474,Viedma,AR,2021-07-29 01:31:38,-40.8135,-62.9967,43.88,50,0,9.37
475,Kyabe,TD,2021-07-29 01:31:38,9.4515,18.9449,69.91,98,100,3.87
476,Makakilo City,US,2021-07-29 01:31:39,21.3469,-158.0858,82.72,65,1,8.05
477,Selizharovo,RU,2021-07-29 01:31:39,56.8519,33.4487,56.93,99,16,4.27
478,San Juan De Colon,VE,2021-07-29 01:31:39,8.0313,-72.2605,74.79,85,100,5.82
479,Bukachacha,RU,2021-07-29 01:31:40,52.9833,116.9167,67.03,70,94,3.2
480,Half Moon Bay,US,2021-07-29 01:31:40,37.4636,-122.4286,86.23,76,40,13.8
481,Ballina,AU,2021-07-29 01:31:40,-28.8667,153.5667,71.78,56,2,8.05
482,Puerto Madryn,AR,2021-07-29 01:31:41,-42.7692,-65.0385,49.03,46,10,7.29
483,Kushiro,JP,2021-07-29 01:31:41,42.975,144.3747,70.75,100,90,8.05
484,Muisne,EC,2021-07-29 01:31:41,0.6,-80.0333,76.21,88,100,9.86
485,Staryy Nadym,RU,2021-07-29 01:31:42,65.6118,72.6842,57.36,61,97,12.12
486,Lagdo,CM,2021-07-29 01:31:42,9.05,13.7333,78.12,87,100,3.42
487,Port Moresby,PG,2021-07-29 01:31:42,-9.4431,147.1797,83.62,74,40,11.5
488,Mabaruma,GY,2021-07-29 01:31:43,8.2,-59.7833,73.13,99,59,2.77
489,Zyryanka,RU,2021-07-29 01:31:43,65.75,150.85,40.12,91,100,12.97
490,Santa Cruz Del Norte,CU,2021-07-29 01:31:44,23.1539,-81.9236,83.01,75,6,12.77
491,Kuldur,RU,2021-07-29 01:31:44,49.2167,131.6333,78.51,63,100,6.58
492,Mimongo,GA,2021-07-29 01:31:44,-1.6195,11.6068,66.25,93,40,1.36
493,Salinopolis,BR,2021-07-29 01:31:44,-0.6136,-47.3561,78.1,84,9,8.86
494,Waiouru,NZ,2021-07-29 01:31:45,-39.4833,175.6667,51.3,60,6,5.3
495,Yarada,IN,2021-07-29 01:31:45,17.65,83.2667,84.72,69,100,9.31
496,Syracuse,IT,2021-07-29 01:27:50,37.0881,15.2792,81.9,49,0,4.41
497,Cockburn Town,TC,2021-07-29 01:31:45,21.4612,-71.1419,81.75,79,100,21.5
498,Hovd,MN,2021-07-29 01:30:40,48.0056,91.6419,64.71,46,0,6.33
499,Luwuk,ID,2021-07-29 01:31:46,-0.9516,122.7875,84.92,70,31,6.62
500,Erzin,TR,2021-07-29 01:31:46,36.9559,36.2,79.52,37,0,3.71
501,Baneh,IR,2021-07-29 01:31:46,35.9975,45.8853,63.37,72,0,9.22
502,Plettenberg Bay,ZA,2021-07-29 01:31:47,-34.0527,23.3716,51.66,77,94,5.88
503,Berbera,SO,2021-07-29 01:31:47,10.4396,45.0143,86.05,45,100,28.5
504,Quatre Cocos,MU,2021-07-29 01:31:33,-20.2078,57.7625,71.71,73,99,22.64
505,Moussoro,TD,2021-07-29 01:31:48,13.6408,16.4901,77.83,78,100,6.02
506,Damphu,BT,2021-07-29 01:31:48,27.0721,90.1096,76.39,84,93,0.4
507,Monroe,US,2021-07-29 01:30:06,43.1501,-77.6831,68.4,76,20,0.0
508,Kisesa,TZ,2021-07-29 01:31:48,-3.0833,34.15,62.13,58,20,7.07
509,Bourail,NC,2021-07-29 01:31:49,-21.5667,165.4833,75.79,48,0,6.87
510,Tabuk,PH,2021-07-29 01:31:49,17.4189,121.4443,86.65,67,100,3.85
511,Sao Filipe,CV,2021-07-29 01:28:57,14.8961,-24.4956,74.88,77,100,5.03
512,Grand Gaube,MU,2021-07-29 01:31:49,-20.0064,57.6608,72.0,73,98,5.99
513,Belmonte,BR,2021-07-29 01:31:50,-15.8631,-38.8828,73.9,89,0,10.78
514,Yerbogachen,RU,2021-07-29 01:28:22,61.2767,108.0108,77.04,49,0,11.45
515,Mananara,MG,2021-07-29 01:31:50,-16.1667,49.7667,66.43,95,99,7.02
516,Grahamstown,ZA,2021-07-29 01:31:50,-33.3042,26.5328,47.59,94,2,6.31
517,Matara,LK,2021-07-29 01:27:48,5.9485,80.5353,77.97,90,100,10.29
518,Bardiyah,LY,2021-07-29 01:31:51,31.7561,25.0865,77.76,75,0,10.96
519,Altay,CN,2021-07-29 01:30:59,47.8667,88.1167,70.39,26,40,3.49
520,Rongcheng,CN,2021-07-29 01:31:51,30.634,117.8517,85.26,73,25,7.58
521,Cazones,MX,2021-07-29 01:31:52,20.7167,-97.3167,80.04,80,90,6.98
522,Barcelos,PT,2021-07-29 01:31:52,41.5388,-8.6151,67.84,76,47,4.68
523,Peski,RU,2021-07-29 01:31:52,55.2163,38.7626,64.99,99,88,8.08
524,Punakha,BT,2021-07-29 01:31:53,27.5837,89.8598,78.46,81,64,1.36
525,Erenhot,CN,2021-07-29 01:31:53,43.6475,111.9767,77.5,45,7,5.88
526,Gallup,US,2021-07-29 01:31:53,35.5281,-108.7426,80.44,45,1,3.0
527,Moengo,SR,2021-07-29 01:31:53,5.6167,-54.4,73.18,99,100,2.73
528,Asosa,ET,2021-07-29 01:31:54,10.0667,34.5333,57.85,88,100,3.51
529,Camenca,MD,2021-07-29 01:31:54,48.0319,28.6978,65.08,79,16,1.14
530,Bintulu,MY,2021-07-29 01:31:54,3.1667,113.0333,82.81,83,20,3.0
531,Kuito,AO,2021-07-29 01:31:55,-12.3833,16.9333,47.62,35,59,3.47
532,Karwar,IN,2021-07-29 01:31:55,14.8,74.1333,78.76,83,100,14.09
533,Vengerovo,RU,2021-07-29 01:31:55,55.6848,76.7471,58.78,84,81,11.21
534,Ehingen,DE,2021-07-29 01:31:56,48.2826,9.7275,60.89,92,73,3.85
535,Obo,CF,2021-07-29 01:31:56,5.3998,26.4869,64.62,94,99,1.9
536,Astana,KZ,2021-07-29 01:31:56,51.1801,71.446,58.95,63,0,11.18
